date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:29:06	607198/607198	---M--	200	added ('OK')	image/png	etag:%22f2e090e21c184019fa3c34f863773c55-ssl%22	https://dudos.co.uk/static/c07ebf204c40abfb182f5620884ea59c/54311/5f20fa9a-40cf-4426-a594-63bb0bff7d95_home-hero-2.0%25402x.png	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/static/c07ebf204c40abfb182f5620884ea59c/54311/5f20fa9a-40cf-4426-a594-63bb0bff7d95_home-hero-2.0%402x.png	(from https://dudos.co.uk/)
03:29:06	275683/275683	---M--	200	added ('OK')	image/jpeg	etag:%22e79f3593cb5c11af343f562f096335c3-ssl%22	https://dudos.co.uk/static/9bfda5c6f9a84cd36dcc9bce3d5ce522/68386/1f8297ae-bf9b-4d9f-b88d-dd75e0d2b2c1_hero-5%25403x.jpg	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/static/9bfda5c6f9a84cd36dcc9bce3d5ce522/68386/1f8297ae-bf9b-4d9f-b88d-dd75e0d2b2c1_hero-5%403x.jpg	(from https://dudos.co.uk/)
03:29:06	20300/20300	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%2257d3c2cefd2324e9796757151be6005b-ssl-df%22	https://dudos.co.uk/about	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/about.1e.delayed	(from https://dudos.co.uk/)
03:29:07	73844/73844	---MCZ	200	added ('OK')	text/html	etag:%2257d3c2cefd2324e9796757151be6005b-ssl-df%22	https://dudos.co.uk/about/	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/about/index.html	(from https://dudos.co.uk/)
03:29:07	17033/17033	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%226385c5b9e2b76e0cf91826026e1da3f7-ssl-df%22	https://dudos.co.uk/services	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/services.1f.delayed	(from https://dudos.co.uk/)
03:29:08	64050/64050	---MCZ	200	added ('OK')	text/html	etag:%226385c5b9e2b76e0cf91826026e1da3f7-ssl-df%22	https://dudos.co.uk/services/	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/services/index.html	(from https://dudos.co.uk/)
03:29:08	12056/12056	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22880f872eb415c47bf6a68bd3520d69b5-ssl-df%22	https://dudos.co.uk/portfolio	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/portfolio.20.delayed	(from https://dudos.co.uk/)
03:29:08	40200/40200	---MCZ	200	added ('OK')	text/html	etag:%22880f872eb415c47bf6a68bd3520d69b5-ssl-df%22	https://dudos.co.uk/portfolio/	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/portfolio/index.html	(from https://dudos.co.uk/)
03:29:09	12139/12139	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22c9357a43d051eb5d67864462d8dfa8e1-ssl-df%22	https://dudos.co.uk/blog	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/blog.21.delayed	(from https://dudos.co.uk/)
03:29:09	40653/40653	---MCZ	200	added ('OK')	text/html	etag:%22c9357a43d051eb5d67864462d8dfa8e1-ssl-df%22	https://dudos.co.uk/blog/	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/blog/index.html	(from https://dudos.co.uk/)
03:29:09	15536/15536	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22b021ddc757842ab3386cb0f7c5f091af-ssl-df%22	https://dudos.co.uk/terms	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/terms.22.delayed	(from https://dudos.co.uk/)
03:29:10	14593/14593	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22a6cb4d978515e37e7dbb9bfcbf7dd1af-ssl-df%22	https://dudos.co.uk/privacy	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/privacy.23.delayed	(from https://dudos.co.uk/)
03:29:10	49843/49843	---MCZ	200	added ('OK')	text/html	etag:%22b021ddc757842ab3386cb0f7c5f091af-ssl-df%22	https://dudos.co.uk/terms/	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/terms/index.html	(from https://dudos.co.uk/)
03:29:10	49529/49529	---MC-	200	added ('OK')	text/javascript	date:Wed,%2011%20Aug%202021%2000:32:57%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/bryan/Downloads/https___dudos.co.uk_/www.google-analytics.com/analytics.js	(from https://dudos.co.uk/)
03:29:10	46541/46541	---MCZ	200	added ('OK')	text/html	etag:%22a6cb4d978515e37e7dbb9bfcbf7dd1af-ssl-df%22	https://dudos.co.uk/privacy/	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/privacy/index.html	(from https://dudos.co.uk/)
03:29:11	80480/80480	---MCZ	200	added ('OK')	application/javascript	etag:%22a9ae0d3e6c7e218b8b54f18716526198-ssl-df%22	https://dudos.co.uk/polyfill-603516273915cbbbaba2.js	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/polyfill-603516273915cbbbaba2.js	(from https://dudos.co.uk/)
03:29:11	7744/7744	---MCZ	200	added ('OK')	application/javascript	etag:%221d222b28cd70da3b9cf0c36a7712103b-ssl-df%22	https://dudos.co.uk/component---src-pages-contact-js-9ef1376bb51cd8f8c510.js	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/component---src-pages-contact-js-9ef1376bb51cd8f8c510.js	(from https://dudos.co.uk/contact/)
03:29:11	411/411	---M--	200	added ('OK')	application/json	etag:%22f2e758593fa2fb90dc83f2cb39d470e8-ssl%22	https://dudos.co.uk/page-data/contact/page-data.json	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/page-data/contact/page-data.json	(from https://dudos.co.uk/contact/)
03:29:12	7229/7229	---MCZ	200	added ('OK')	application/javascript	etag:%2249d80aa975488906fe373260fca8c847-ssl-df%22	https://dudos.co.uk/component---src-templates-webpage-js-9b8a22868d9ccffce009.js	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/component---src-templates-webpage-js-9b8a22868d9ccffce009.js	(from https://dudos.co.uk/about/)
03:29:12	23768/23768	---M-Z	200	added ('OK')	application/json	etag:%220eedb1f0d1722b2c35ab7288c17ed2a2-ssl-df%22	https://dudos.co.uk/page-data/about/page-data.json	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/page-data/about/page-data.json	(from https://dudos.co.uk/about/)
03:29:13	38626/38626	---M--	200	added ('OK')	image/jpeg	etag:%22a3aa091a7a99615cdc4b9d910fefaccb-ssl%22	https://dudos.co.uk/static/0824aca870bd11de49f219da30aac20d/88b18/503fae0e-22a5-4f83-b092-f2c200b75393_hero-2%25403x.jpg	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/static/0824aca870bd11de49f219da30aac20d/88b18/503fae0e-22a5-4f83-b092-f2c200b75393_hero-2%403x.jpg	(from https://dudos.co.uk/about/)
03:29:13	275838/275838	---M--	200	added ('OK')	image/jpeg	etag:%224c96730ec7eca74011c7b22243cd9347-ssl%22	https://dudos.co.uk/static/6080ad47169edf5db38c3fce5185d06a/68386/1f8297ae-bf9b-4d9f-b88d-dd75e0d2b2c1_hero-5%25403x.jpg	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/static/6080ad47169edf5db38c3fce5185d06a/68386/1f8297ae-bf9b-4d9f-b88d-dd75e0d2b2c1_hero-5%403x.jpg	(from https://dudos.co.uk/about/)
03:29:14	260702/260702	---M--	200	added ('OK')	image/png	etag:%22d9cc6f5214ba1db471e4b7c6e5819d46-ssl%22	https://dudos.co.uk/static/6977c294fe02f8637b1af113aeecd466/3e2bf/b8eb3b11-dcdf-41e7-bd6a-e9ebb491a3a1_markhext%25402x.png	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/static/6977c294fe02f8637b1af113aeecd466/3e2bf/b8eb3b11-dcdf-41e7-bd6a-e9ebb491a3a1_markhext%402x.png	(from https://dudos.co.uk/about/)
03:29:14	18847/18847	---MCZ	200	added ('OK')	application/json	etag:%22702f05c5bf1beede305a3de49b655130-ssl-df%22	https://dudos.co.uk/page-data/services/page-data.json	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/page-data/services/page-data.json	(from https://dudos.co.uk/services/)
03:29:14	42738/42738	---M--	200	added ('OK')	image/jpeg	etag:%222d3583d2a00b0f6049dd2b274dc38c55-ssl%22	https://dudos.co.uk/static/356477de79e3707de4e5cfbea3e32897/88b18/cdd6c563-8204-414c-9408-97db59d6b630_hero-4%25403x.jpg	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/static/356477de79e3707de4e5cfbea3e32897/88b18/cdd6c563-8204-414c-9408-97db59d6b630_hero-4%403x.jpg	(from https://dudos.co.uk/services/)
03:29:15	503750/503750	---M--	200	added ('OK')	image/jpeg	etag:%221905d1be5f42f8357219cc03b60c67a9-ssl%22	https://dudos.co.uk/static/1a188ec493838c43f63930ed9db95c30/68386/8b333bdd-2c8b-4a03-9133-15074b7ae03c_service-hero-1.jpg	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/static/1a188ec493838c43f63930ed9db95c30/68386/8b333bdd-2c8b-4a03-9133-15074b7ae03c_service-hero-1.jpg	(from https://dudos.co.uk/services/)
03:29:15	1091/1091	---M-Z	200	added ('OK')	application/json	etag:%228d2aedfd36594e0d28742b9c5435ae50-ssl-df%22	https://dudos.co.uk/page-data/portfolio/page-data.json	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/page-data/portfolio/page-data.json	(from https://dudos.co.uk/portfolio/)
03:29:16	1200/1200	---M-Z	200	added ('OK')	application/json	etag:%22b6499ed6b733145d09ab344875844c3f-ssl-df%22	https://dudos.co.uk/page-data/blog/page-data.json	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/page-data/blog/page-data.json	(from https://dudos.co.uk/blog/)
03:29:16	655/655	---M--	200	added ('OK')	application/javascript	etag:%226794f4ca30b8087cda9bcbc8df27f5e8-ssl%22	https://dudos.co.uk/component---src-templates-infopage-js-16a74dc7e2a83efe5ec8.js	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/component---src-templates-infopage-js-16a74dc7e2a83efe5ec8.js	(from https://dudos.co.uk/terms/)
03:29:17	11144/11144	---MCZ	200	added ('OK')	application/json	etag:%2217320a4792fd62fc085b485072eeebf4-ssl-df%22	https://dudos.co.uk/page-data/terms/page-data.json	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/page-data/terms/page-data.json	(from https://dudos.co.uk/terms/)
03:29:18	7872/7872	---MCZ	200	added ('OK')	application/json	etag:%22ca2b80a2e9f43840cb4bcb3822ede4ce-ssl-df%22	https://dudos.co.uk/page-data/privacy/page-data.json	C:/Users/bryan/Downloads/https___dudos.co.uk_/dudos.co.uk/page-data/privacy/page-data.json	(from https://dudos.co.uk/privacy/)
